rowId,name,discoveryMethod,discoveryYear,orbitalPeriod,mass,radius,distance,brightnessHostStar,number
1,11 Com b,Radial Velocity,2007,326.03,6165.6,12,93,4.74,1
2,11 UMi b,Radial Velocity,2009,516.21997,4684.8142,12,126,5.016,1
3,14 And b,Radial Velocity,2008,185.84,1525.5,13,76,5.227,1
4,14 Her b,Radial Velocity,2002,1773.40002,1481.0878,13,18,6.61,1
5,16 Cyg B b,Radial Velocity,1996,798.5,565.7374,14,21,6.25,1
6,18 Del b,Radial Velocity,2008,993.3,3273.5,13,76,5.506,1
7,1RXS J160929.1-210524 b,Imaging,2008,,3000,19,145,12.057,1
8,24 Boo b,Radial Velocity,2018,30.3506,289.2253,14,96,5.58,1
9,24 Sex b,Radial Velocity,2010,452.8,632.46,13,72,6.441,2
10,24 Sex c,Radial Velocity,2010,883,273.32,14,72,6.441,2
11,2MASS J01225093-2439505 b,Imaging,2013,,7786.5,11,36,14.24,1
12,2MASS J02192210-3925225 b,Imaging,2015,,4417.837,16,39,15.012,1
13,2MASS J04414489+2301513 b,Imaging,2010,,2383.6,13,140,18.967,1
14,2MASS J12073346-3932539 b,Imaging,2004,,1271,13,52,20.15,1
15,2MASS J19383260+4603591 b,Eclipse Timing Variations,2015,416,603.877,13,396,12.138,1
16,2MASS J21402931+1625183 A b,Imaging,2009,7336.5,6657.48,10,25,17.396,1
17,2MASS J22362452+4751425 b,Imaging,2016,,3972.875,12,74,12.51,1
18,30 Ari B b,Radial Velocity,2009,335.10001,4392.4106,12,45,6.962,1
19,4 UMa b,Radial Velocity,2006,269.3,2256.5,13,74,4.61,1
20,42 Dra b,Radial Velocity,2008,479.1,1233.13,13,91,4.82,1
21,47 UMa b,Radial Velocity,1996,1078,804.08,13,14,5.05,3
22,47 UMa c,Radial Velocity,2001,2391,171.621,14,14,5.05,3
23,47 UMa d,Radial Velocity,2009,14002,521.22,14,14,5.05,3
24,51 Eri b,Imaging,2015,14965,635.66,13,29,5.23,1
25,51 Peg b,Radial Velocity,1995,4.230785,146.2018,14,15,5.5,1
26,55 Cnc b,Radial Velocity,1996,14.65152,263.9785,14,13,5.96,5
27,55 Cnc c,Radial Velocity,2004,44.4175,54.4738,9,13,5.96,5
28,55 Cnc d,Radial Velocity,2002,4825,1232.493,13,13,5.96,5
29,55 Cnc e,Radial Velocity,2004,0.736539,8.08,2,13,5.96,5
30,55 Cnc f,Radial Velocity,2007,262,44.812,8,13,5.96,5
31,6 Lyn b,Radial Velocity,2008,874.774,702.4043,13,55,5.855,1
32,61 Vir b,Radial Velocity,2009,4.215,5.1,2,9,4.74,3
33,61 Vir c,Radial Velocity,2009,38.021,18.2,4,9,4.74,3
34,61 Vir d,Radial Velocity,2009,123.01,22.9,5,9,4.74,3
35,7 CMa b,Radial Velocity,2011,796,781.8618,13,20,3.92,1
36,70 Vir b,Radial Velocity,1996,116.6884,2380.45,13,18,4.98,1
37,75 Cet b,Radial Velocity,2012,691.9,953.49,13,83,5.35,1
38,8 UMi b,Radial Velocity,2015,93.4,416.3573,14,159,6.83,1
39,81 Cet b,Radial Velocity,2008,952.7,1684.4,13,102,5.65,1
40,91 Aqr b,Radial Velocity,2013,181.4,1017,13,44,4.25,1
41,AB Pic b,Imaging,2005,,4290.5,12,50,9.128,1
42,BD+03 2562 b,Radial Velocity,2017,481.9,2034.112,13,2618,9.58,1
43,BD+14 4559 b,Radial Velocity,2009,268.94,330.5432,14,49,9.63,1
44,BD+15 2375 b,Radial Velocity,2016,153.22,337.21763,14,774,10.31,1
45,BD+15 2940 b,Radial Velocity,2013,137.48,352.78,14,432,9.046,1
46,BD+20 2457 b,Radial Velocity,2009,379.63,17668.1697,12,200,9.75,2
47,BD+20 2457 c,Radial Velocity,2009,621.99,3963.17,12,200,9.75,2
48,BD+20 274 b,Radial Velocity,2012,578.2,1334.886,13,1384,9.36,1
49,BD+20 594 b,Transit,2016,41.6855,22.2481,3,180,11.038,1
50,BD+48 738 b,Radial Velocity,2011,392.6,289.2253,14,892,9.14,1
51,BD+48 740 b,Radial Velocity,2018,733,540.311,14,679,8.699,1
52,BD+49 828 b,Radial Velocity,2015,2590,508.5,14,448,9.38,1
53,BD-06 1339 b,Radial Velocity,2013,3.8728,8.5,3,20,9.7,2
54,BD-06 1339 c,Radial Velocity,2013,125.94,53,8,20,9.7,2
55,BD-08 2823 b,Radial Velocity,2009,5.6,12.7132,4,41,9.88,2
56,BD-08 2823 c,Radial Velocity,2009,237.6,104,13,41,9.88,2
57,BD-10 3166 b,Radial Velocity,2000,3.48777,187.5197,14,80,10.08,1
58,BD-11 4672 b,Radial Velocity,2014,1667,168.44,14,27,9.99,1
59,BD-13 2130 b,Radial Velocity,2007,714.29999,3108.3774,13,766,9.45,1
60,BD-17 63 b,Radial Velocity,2008,655.59998,905.8155,13,34,9.566,1
61,CFBDSIR J145829+101343 b,Imaging,2011,10037.5,3337.1,12,23,,1
62,CHXR 73 b,Imaging,2006,,3994.486,12,191,17.293,1
63,CT Cha b,Imaging,2007,,5403,25,165,11.773,1
64,CoRoT-1 b,Transit,2008,1.5089557,327.35,17,805,13.6,1
65,CoRoT-10 b,Transit,2010,13.2406,874,11,345,15.22,1
66,CoRoT-11 b,Transit,2010,2.99433,740.51,16,560,12.939,1
67,CoRoT-12 b,Transit,2010,2.828042,291.438,16,1150,15.515,1
68,CoRoT-13 b,Transit,2010,4.03519,415.704,10,1060,15.039,1
69,CoRoT-14 b,Transit,2010,1.51214,2415.4,12,1340,16.033,1
70,CoRoT-16 b,Transit,2011,5.35227,170.032,13,840,15.63,1
71,CoRoT-17 b,Transit,2011,3.7681,772.29,11,920,15.46,1
72,CoRoT-18 b,Transit,2011,1.9000693,1102.82,15,870,15,1
73,CoRoT-19 b,Transit,2011,3.89713,352.78,14,770,14.007,1
74,CoRoT-2 b,Transit,2008,1.7429935,1102.82,16,200,12.57,1
75,CoRoT-20 b,Transit,2011,9.24285,1366.669,9,864,14.66,2
76,CoRoT-20 c,Radial Velocity,2018,1675,5403.11,12,864,14.66,2
77,CoRoT-22 b,Transit,2014,9.75598,12.2,5,592,13.944,1
78,CoRoT-23 b,Transit,2011,3.6313,889.9,12,600,15.63,1
79,CoRoT-24 b,Transit,2014,5.1134,5.7,4,600,15.18,2
80,CoRoT-24 c,Transit,2014,11.759,28,5,600,15.18,2
81,CoRoT-25 b,Transit,2013,4.86069,85.81,12,1000,14.711,1
82,CoRoT-26 b,Transit,2013,4.20474,165.26,14,1670,15.468,1
83,CoRoT-27 b,Transit,2014,3.57532,3302.11,11,1035,15.54,1
84,CoRoT-28 b,Transit,2015,5.20851,153.82972,11,560,13.412,1
85,CoRoT-29 b,Transit,2015,2.85057,270.1555,10,765,15.239,1
86,CoRoT-3 b,Transit,2008,4.2568,6883.91,11,680,13.292,1
87,CoRoT-4 b,Transit,2008,9.20205,228.83,13,742,13.561,1
88,CoRoT-5 b,Transit,2009,4.0378962,148.42,16,905,13.902,1
89,CoRoT-6 b,Transit,2009,8.886593,940.74,13,657,13.912,1
90,CoRoT-7 b,Transit,2009,0.85359,3.1783,2,154,11.668,2
91,CoRoT-7 c,Radial Velocity,2009,3.698,8.4,3,154,11.668,2
92,CoRoT-8 b,Transit,2010,6.21229,69.92,6,380,14.8,1
93,CoRoT-9 b,Transit,2009,95.272656,266.9772,12,460,13.69,1
94,CoRoTID 223977153 b,Transit,2017,6.71837,47.6745,6,586,13.587,1
95,DENIS-P J082303.1-491201 b,Astrometry,2013,246.36,9057.77,12,21,18.558,1
96,DH Tau b,Imaging,2004,,3496,30,140,12.496,1
97,DP Leo b,Eclipse Timing Variations,2009,10220,1995.88832,13,Not Measured,,1
98,EPIC 211822797 b,Transit,2016,21.169861,4.58,2,187,15.256,1
99,EPIC 211945201 b,Transit,2018,19.49221,27,6,183,10.154,1
100,EPIC 220674823 b,Transit,2016,0.571331,8.36,2,246,12.102,2
101,EPIC 220674823 c,Transit,2016,13.339079,5.8,3,246,12.102,2
102,EPIC 246851721 b,Transit,2018,6.180235,953.49,12,337,11.439,1
103,FU Tau b,Imaging,2008,,5085.28,12,140,20.48,1
104,Fomalhaut b,Imaging,2008,555530,826.3,14,8,1.16,1
105,GJ 1132 b,Transit,2015,1.628931,1.66,1,12,13.49,2
106,GJ 1132 c,Transit,2018,8.929,2.64,1,12,13.49,2
107,GJ 1148 b,Radial Velocity,2010,41.38,96.7,12,11,11.92,2
108,GJ 1148 c,Radial Velocity,2017,532.58,68.06,10,11,11.92,2
109,GJ 1214 b,Transit,2009,1.58040456,6.26125,3,13,15.1,1
110,GJ 163 b,Radial Velocity,2013,8.63182,10.6,3,15,11.81,3
111,GJ 163 c,Radial Velocity,2013,25.63058,6.8,3,15,11.81,3
112,GJ 163 d,Radial Velocity,2013,603.95116,29.4,6,15,11.81,3
113,GJ 179 b,Radial Velocity,2009,2288,260.61,14,12,12,1
114,GJ 273 b,Radial Velocity,2017,18.6498,2.89,2,4,9.872,2
115,GJ 273 c,Radial Velocity,2017,4.7234,1.18,1,4,9.872,2
116,GJ 3021 b,Radial Velocity,2000,133.71,1071.04,13,18,6.59,1
117,GJ 3138 b,Radial Velocity,2017,1.22003,1.78,1,30,10.98,3
118,GJ 3138 c,Radial Velocity,2017,5.974,4.18,2,30,10.98,3
119,GJ 3138 d,Radial Velocity,2017,257.8,10.5,3,30,10.98,3
120,GJ 317 b,Radial Velocity,2007,692,794.5,13,15,11.97,1
121,GJ 328 b,Radial Velocity,2013,4100,731,13,21,9.97,1
122,GJ 3293 b,Radial Velocity,2015,30.5987,23.54,5,20,11.962,4
123,GJ 3293 c,Radial Velocity,2015,122.6196,21.09,5,20,11.962,4
124,GJ 3293 d,Radial Velocity,2017,48.1345,7.6,3,20,11.962,4
125,GJ 3293 e,Radial Velocity,2017,13.2543,3.28,2,20,11.962,4
126,GJ 3323 b,Radial Velocity,2017,5.3636,2.02,1,5,12.22,2
127,GJ 3323 c,Radial Velocity,2017,40.54,2.31,1,5,12.22,2
128,GJ 3341 b,Radial Velocity,2015,14.207,6.6,2,23,12.08,1
129,GJ 3470 b,Radial Velocity,2012,3.3366487,13.73,4,25,12.33,1
130,GJ 3634 b,Radial Velocity,2010,2.64561,8.4,3,20,11.93,1
131,GJ 3942 b,Radial Velocity,2017,6.905,7.14,3,17,10.25,1
132,GJ 3998 b,Radial Velocity,2016,2.64977,2.47,1,18,10.83,2
133,GJ 3998 c,Radial Velocity,2016,13.74,6.26,2,18,10.83,2
134,GJ 433 b,Radial Velocity,2011,7.3709,6.3566,2,9,9.806,1
135,GJ 436 b,Radial Velocity,2004,2.64388312,22.1,4,10,10.67,1
136,GJ 504 b,Imaging,2013,,1271.3,13,18,5.22,1
137,GJ 536 b,Radial Velocity,2016,8.7076,5.36,2,10,9.72,1
138,GJ 581 b,Radial Velocity,2005,5.3686,15.8,4,6,10.56,3
139,GJ 581 c,Radial Velocity,2007,12.914,5.5,2,6,10.56,3
140,GJ 581 e,Radial Velocity,2009,3.149,1.7,1,6,10.56,3
141,GJ 625 b,Radial Velocity,2017,14.628,2.82,1,6,10.1,1
142,GJ 649 b,Radial Velocity,2009,598.3,104.244,13,10,9.69,5
143,GJ 667 C b,Radial Velocity,2011,7.2004,5.6,2,7,10.22,5
144,GJ 667 C c,Radial Velocity,2011,28.14,3.8,2,7,10.22,5
145,GJ 667 C e,Radial Velocity,2013,62.24,2.7,1,7,10.22,5
146,GJ 667 C f,Radial Velocity,2013,39.026,2.7,1,7,10.22,5
147,GJ 667 C g,Radial Velocity,2013,256.2,4.6,2,7,10.22,5
148,GJ 674 b,Radial Velocity,2007,4.6938,11.09,3,5,9.37,1
149,GJ 676 A b,Radial Velocity,2010,1056.80005,2129.461,13,17,9.58,4
150,GJ 676 A c,Radial Velocity,2016,7337,2161.244,13,17,9.58,4
151,GJ 676 A d,Radial Velocity,2012,3.6005,4.4,2,17,9.58,4
152,GJ 676 A e,Radial Velocity,2012,35.39,8.1,3,17,9.58,4
153,GJ 687 b,Radial Velocity,2014,38.14,19.0698,5,5,9.15,1
154,GJ 832 b,Radial Velocity,2008,3657,216,14,5,8.66,2
155,GJ 832 c,Radial Velocity,2014,35.68,5.4,2,5,8.66,2
156,GJ 849 b,Radial Velocity,2006,1882,317.83,14,9,10.37,1
157,GJ 86 b,Radial Velocity,1999,15.76491,1404.8086,13,11,6.12,1
158,GJ 876 b,Radial Velocity,1998,61.1166,723.2235,13,5,10.191,4
159,GJ 876 c,Radial Velocity,2000,30.0881,226.9846,14,5,10.191,4
160,GJ 876 d,Radial Velocity,2005,1.93778,6.83,3,5,10.191,4
161,GJ 876 e,Radial Velocity,2010,124.26,14.6,4,5,10.191,4
162,GJ 96 b,Radial Velocity,2018,73.94,19.66,5,12,9.345,1
163,GJ 9827 b,Transit,2017,1.2089802,3.42,2,30,10.25,3
164,GJ 9827 c,Transit,2017,3.648083,2.42,1,30,10.25,3
165,GJ 9827 d,Transit,2017,6.201467,5.2,2,30,10.25,3
166,GQ Lup b,Imaging,2004,,6356,34,139,12.43,1
167,GSC 06214-00210 b,Imaging,2010,,5000,20,145,12.375,1
168,GU Psc b,Imaging,2014,,3591.3,14,48,13.55,1
169,HAT-P-1 b,Transit,2006,4.46529976,166.86075,15,139,10.34,1
170,HAT-P-11 b,Transit,2008,4.88780244,26.69772,4,38,9.151,2
171,HAT-P-11 c,Radial Velocity,2018,3407,507,14,38,9.151,2
172,HAT-P-12 b,Transit,2009,3.2130598,67.059,11,143,12.84,1
173,HAT-P-13 b,Transit,2009,2.91625,270.462,14,214,10.622,2
174,HAT-P-13 c,Radial Velocity,2009,446.27,4538.421,12,214,10.622,2
175,HAT-P-14 b,Transit,2010,4.62767,1093.3352,16,205,9.98,1
176,HAT-P-15 b,Transit,2010,10.8635,616.5902,12,190,12.16,1
177,HAT-P-16 b,Transit,2010,2.77596,1332.605,14,235,10.812,1
178,HAT-P-17 b,Transit,2010,10.33852,184.3414,12,90,10.54,2
179,HAT-P-17 c,Radial Velocity,2010,5584,1080.6,13,90,10.54,2
180,HAT-P-18 b,Transit,2010,5.508023,62.61,11,166,12.759,1
181,HAT-P-19 b,Transit,2010,4.008778,92.802,13,215,12.901,1
182,HAT-P-2 b,Transit,2007,5.6335158,3175.1217,11,128,8.72,1
183,HAT-P-20 b,Transit,2010,2.875317,2302.899,10,70,11.339,1
184,HAT-P-21 b,Transit,2010,4.12448,1547.8321,12,254,11.685,1
185,HAT-P-22 b,Transit,2010,3.21222,785.0401,13,82,9.732,1
186,HAT-P-23 b,Transit,2010,1.21288,425.8922,12,393,12.432,1
187,HAT-P-24 b,Transit,2010,3.35524,238.3725,15,396,11.818,1
188,HAT-P-25 b,Transit,2010,3.652836,180.202,13,297,13.19,1
189,HAT-P-26 b,Transit,2010,4.23452,22.2481,7,134,11.744,1
190,HAT-P-27 b,Transit,2011,3.039577,197.05,11,204,11.956,1
191,HAT-P-28 b,Transit,2011,3.257215,198.953,14,395,13.03,1
192,HAT-P-29 b,Transit,2011,5.72319,279.6904,13,322,11.9,1
193,HAT-P-3 b,Transit,2007,2.8997,206.5895,11,138,11.577,1
194,HAT-P-30 b,Transit,2011,2.8106,263.7989,16,193,10.419,1
195,HAT-P-31 b,Transit,2011,5.00542,721.4741,12,354,11.66,1
196,HAT-P-32 b,Transit,2011,2.15001,263.7989,20,283,11.289,1
197,HAT-P-33 b,Transit,2011,3.47447,292.4036,21,387,11.188,1
198,HAT-P-34 b,Transit,2011,5.45265,2227.9883,15,257,10.162,1
199,HAT-P-35 b,Transit,2011,3.64671,2390.0816,40,535,12.46,1
200,HAT-P-36 b,Transit,2011,1.32735,486.2799,13,317,12.262,1
201,HAT-P-37 b,Transit,2011,2.797436,371.528,13,411,13.23,1
202,HAT-P-38 b,Transit,2012,4.640382,84.857,9,249,12.557,1
203,HAT-P-39 b,Transit,2012,3.54387,190.372,18,642,12.422,1
204,HAT-P-4 b,Transit,2007,3.056536,213.255,14,314,11.118,1
205,HAT-P-40 b,Transit,2012,4.45724,152.5584,17,501,11.699,1
206,HAT-P-41 b,Transit,2012,2.69405,378.2177,23,344,11.087,1
207,HAT-P-42 b,Transit,2012,4.641878,331.801,14,447,12.168,1
208,HAT-P-43 b,Transit,2012,3.332687,210.395,14,542,13.356,1
209,HAT-P-44 b,Transit,2014,4.301219,111.871,14,363,12.973,2
210,HAT-P-44 c,Radial Velocity,2014,872.2,1271.3,13,363,12.973,2
211,HAT-P-45 b,Transit,2014,3.128992,283.492,16,305,12.398,1
212,HAT-P-46 b,Transit,2014,4.463129,156.684,14,296,11.684,1
213,HAT-P-49 b,Transit,2014,2.69155,699.226,18,322,10.326,1
214,HAT-P-5 b,Transit,2007,2.78849,311.4734,14,340,12,1
215,HAT-P-50 b,Transit,2015,3.1220109,429.0705,14,497,11.762,1
216,HAT-P-51 b,Transit,2015,4.2180278,98.20947,14,470,13.44,1
217,HAT-P-52 b,Transit,2015,2.7535953,259.98494,11,385,14.068,1
218,HAT-P-53 b,Transit,2015,1.9616241,471.65972,15,719,13.73,1
219,HAT-P-54 b,Transit,2015,3.799847,241.5508,11,144,13.017,1
220,HAT-P-55 b,Transit,2015,3.5852467,184.97706,13,480,13.207,1
221,HAT-P-56 b,Transit,2015,2.79083,734.1873,17,311,10.908,1
222,HAT-P-57 b,Transit,2015,2.4653,448.1403,20,303,10.465,1
223,HAT-P-6 b,Transit,2007,3.85298,419.5356,17,261,10.44,1
224,HAT-P-65 b,Transit,2016,2.6054552,167.49641,21,841,13.145,1
225,HAT-P-66 b,Transit,2016,2.972086,248.86089,18,927,12.993,1
226,HAT-P-67 b,Transit,2017,4.8101025,108.0622,23,320,10.069,1
227,HAT-P-7 b,Transit,2008,2.20474,584.8072,17,320,10.365,1
228,HAT-P-8 b,Transit,2008,3.07634,406.8224,16,230,10.3,1
229,HAT-P-9 b,Transit,2008,3.92289,247.9,16,480,12.297,1
230,HATS-1 b,Transit,2012,3.446459,589.55,15,303,12.053,1
231,HATS-10 b,Transit,2015,3.312846,167.17858,11,496,13.113,1
232,HATS-11 b,Transit,2016,3.619188,263.7989,18,967,14.018,1
233,HATS-12 b,Transit,2016,3.142702,759.6137,8,512,12.756,1
234,HATS-13 b,Transit,2015,3.0440499,172.58169,14,476,13.887,1
235,HATS-14 b,Transit,2015,2.7667641,340.39593,12,513,13.79,1
236,HATS-15 b,Transit,2016,1.74748753,689.6911,12,689,14.774,1
237,HATS-16 b,Transit,2016,2.686502,1039.3041,15,774,13.834,1
238,HATS-17 b,Transit,2016,16.254611,425.25654,9,339,12.39,1
239,HATS-18 b,Transit,2016,0.8378434,629.3034,15,645,14.067,1
240,HATS-2 b,Transit,2013,1.354133,427.463,13,360,13.562,1
241,HATS-22 b,Transit,2017,4.7228124,870.8542,11,208,13.455,1
242,HATS-23 b,Transit,2017,2.1605156,467.2101,21,747,13.901,1
243,HATS-24 b,Transit,2017,1.3484954,775.5052,17,510,12.83,1
244,HATS-25 b,Transit,2016,4.2986432,194.82979,14,466,13.097,1
245,HATS-26 b,Transit,2016,3.3023881,206.5895,20,907,12.955,1
246,HATS-27 b,Transit,2016,4.637038,168.4499,17,840,12.766,1
247,HATS-28 b,Transit,2016,3.1810781,213.58176,13,521,13.934,1
248,HATS-29 b,Transit,2016,4.6058749,207.54299,14,351,12.612,1
249,HATS-3 b,Transit,2013,3.547851,340.382,15,453,12.44,1
250,HATS-30 b,Transit,2016,3.1743516,224.38798,13,339,12.192,1
251,HATS-31 b,Transit,2016,3.37796,279.6904,18,872,13.105,1
252,HATS-32 b,Transit,2016,2.8126548,292.4036,14,839,14.384,1
253,HATS-33 b,Transit,2016,2.5495551,378.85336,14,255,11.911,1
254,HATS-34 b,Transit,2016,2.1061607,299.07803,16,532,13.849,1
255,HATS-35 b,Transit,2016,1.8209993,388.38826,16,557,12.56,1
256,HATS-36 b,Transit,2018,4.175186,1022.14128,13,879,14.386,1
257,HATS-39 b,Transit,2018,4.5776348,200.2329,18,773,12.746,1
258,HATS-4 b,Transit,2014,2.516729,420.471,11,420,13.459,1
259,HATS-40 b,Transit,2018,3.2642736,505.3497,18,1431,13.377,1
260,HATS-41 b,Transit,2018,4.193649,3082.951,15,800,12.681,1
261,HATS-42 b,Transit,2018,2.292102,597.5204,16,942,13.617,1
262,HATS-43 b,Transit,2018,4.3888497,82.95363,13,341,13.593,1
263,HATS-44 b,Transit,2018,2.7439004,177.9848,12,463,14.428,1
264,HATS-45 b,Transit,2018,4.1876244,222.481,14,818,13.307,1
265,HATS-46 b,Transit,2018,4.7423729,54.98459,10,448,13.634,1
266,HATS-5 b,Transit,2014,4.763387,75.323,10,257,12.63,1
267,HATS-50 b,Transit,2017,3.8297015,123.9537,13,717,14.033,1
268,HATS-51 b,Transit,2017,3.3488702,244.09344,16,478,12.471,1
269,HATS-52 b,Transit,2017,1.36665436,711.9392,15,631,13.669,1
270,HATS-53 b,Transit,2017,3.8537768,189.10885,15,613,13.79,1
271,HATS-6 b,Transit,2015,3.3252725,101.38777,11,148,15.16,1
272,HATS-7 b,Transit,2015,3.185315,38.1396,6,257,13.34,1
273,HATS-8 b,Transit,2015,3.583893,43.86054,10,829,14.03,1
274,HATS-9 b,Transit,2015,1.915291,266.02371,14,654,13.276,1
275,HD 100546 b,Imaging,2014,,239000,77,97,6.704,1
276,HD 100655 b,Radial Velocity,2011,157.57001,511.7063,14,138,6.45,1
277,HD 100777 b,Radial Velocity,2007,383.70001,327.3649,14,50,8.418,7
278,HD 10180 c,Radial Velocity,2010,5.75969,13.22173,4,39,7.321,7
279,HD 10180 d,Radial Velocity,2010,16.357,12.01397,3,39,7.321,7
280,HD 10180 e,Radial Velocity,2010,49.748,25.58532,5,39,7.321,7
281,HD 10180 f,Radial Velocity,2010,122.744,22.94733,5,39,7.321,7
282,HD 10180 g,Radial Velocity,2010,604.67,23.26516,5,39,7.321,7
283,HD 10180 h,Radial Velocity,2010,2205,65.66368,10,39,7.321,7
284,HD 101930 b,Radial Velocity,2005,70.46,79.4575,11,30,8.21,1
285,HD 102117 b,Radial Velocity,2005,20.8133,54.0311,8,40,7.47,1
286,HD 102195 b,Radial Velocity,2006,4.11377,130.3103,14,29,8.062,1
287,HD 102272 b,Radial Velocity,2008,127.58,1570.0802,13,350,8.69,1
288,HD 102329 b,Radial Velocity,2011,778.09998,2593.4928,13,218,8.04,1
289,HD 102365 b,Radial Velocity,2010,122.1,16,4,9,4.91,1
290,HD 102956 b,Radial Velocity,2010,6.4948,292.4036,14,122,7.851,1
291,HD 103197 b,Radial Velocity,2009,47.84,28.6047,6,57,9.391,1
292,HD 103720 b,Radial Velocity,2014,4.5557,197.046,14,42,9.49,1
293,HD 103774 b,Radial Velocity,2013,5.8881,116,13,57,7.121,1
294,HD 104067 b,Radial Velocity,2009,55.806,50.8528,8,20,7.93,1
295,HD 10442 b,Radial Velocity,2014,1053.2,486.2799,14,136,7.84,1
296,HD 104985 b,Radial Velocity,2003,199.505,2637.9,13,101,5.8,1
297,HD 106252 b,Radial Velocity,2002,1531,2202.5619,13,37,7.408,1
298,HD 106270 b,Radial Velocity,2011,2890,3496,12,94,7.577,1
299,HD 106315 b,Transit,2017,9.55804,5.99,2,110,8.951,2
300,HD 106315 c,Transit,2017,21.05788,17.1,4,110,8.951,2
301,HD 10647 b,Radial Velocity,2006,989.2,298.75,14,17,5.52,1
302,HD 106515 A b,Radial Velocity,2012,3630,3054.22,13,34,7.972,1
303,HD 106906 b,Imaging,2013,,3496,12,103,7.797,1
304,HD 10697 b,Radial Velocity,1999,1075.2,1973.64,13,33,6.279,1
305,HD 107148 b,Radial Velocity,2005,48.056,66.741,10,49,8.015,1
306,HD 108147 b,Radial Velocity,2002,10.8985,82.95,11,39,6.995,1
307,HD 108341 b,Radial Velocity,2014,1129,1112.4,13,49,9.36,1
308,HD 108863 b,Radial Velocity,2011,443.39999,902.6372,13,166,7.89,1
309,HD 108874 b,Radial Velocity,2002,394.48123,451.3186,14,69,8.738,2
310,HD 108874 c,Radial Velocity,2005,1624,314.64,14,69,8.738,2
311,HD 109246 b,Radial Velocity,2010,68.27,273.3338,14,66,8.77,1
312,HD 109271 b,Radial Velocity,2013,7.8543,17.162,4,56,8.055,2
313,HD 109271 c,Radial Velocity,2013,30.93,24.154,5,56,8.055,2
314,HD 109749 b,Radial Velocity,2005,5.239891,85.8141,11,63,8.08,1
315,HD 110014 b,Radial Velocity,2009,835.477,3524.59,12,90,4.66,1
316,HD 111232 b,Radial Velocity,2003,1143,2269.3062,13,29,7.59,1
317,HD 111591 b,Radial Velocity,2017,1056.4,1398.452,13,108,6.427,1
318,HD 111998 b,Radial Velocity,2016,825.9,1433.4133,13,33,6.11,1
319,HD 113337 b,Radial Velocity,2013,324,899.42,13,36,6.008,1
320,HD 113538 b,Radial Velocity,2010,663.2,114.41,13,16,9.057,2
321,HD 113538 c,Radial Velocity,2010,1818,295.57,14,16,9.057,2
322,HD 113996 b,Radial Velocity,2017,610.2,2002.329,13,102,4.82,1
323,HD 114386 b,Radial Velocity,2003,937.70001,362.3262,14,28,8.73,1
324,HD 114613 b,Radial Velocity,2014,3827,152.55,14,20,4.85,1
325,HD 114729 b,Radial Velocity,2002,1114,346.4347,14,38,6.68,1
326,HD 114762 b,Radial Velocity,1989,83.9151,3397.6027,12,40,7.301,1
327,HD 114783 b,Radial Velocity,2001,493.7,349.6,14,20,7.55,1
328,HD 11506 b,Radial Velocity,2007,1622.1,1535.1189,13,52,7.51,2
329,HD 11506 c,Radial Velocity,2008,223.41,129.67464,14,52,7.51,2
330,HD 116029 b,Radial Velocity,2011,670,444.962,14,124,8.04,1
331,HD 117207 b,Radial Velocity,2004,2597,549.8459,14,32,7.26,1
332,HD 11755 b,Radial Velocity,2015,433.70001,1789.3829,13,232,6.87,1
333,HD 117618 b,Radial Velocity,2004,25.827,60.3877,9,38,7.169,1
334,HD 118203 b,Radial Velocity,2005,6.1335,886.7457,13,93,8.05,1
335,HD 11964 b,Radial Velocity,2005,1945,198,14,34,6.42,2
336,HD 11964 c,Radial Velocity,2008,37.91,25,5,34,6.42,2
337,HD 11977 b,Radial Velocity,2005,711,2080,13,68,4.69,1
338,HD 120084 b,Radial Velocity,2013,2082,1430.2,13,103,5.899,1
339,HD 121504 b,Radial Velocity,2003,63.33,479.9233,14,42,7.517,1
340,HD 12484 b,Radial Velocity,2016,58.83,947.1334,13,51,8.17,1
341,HD 125595 b,Radial Velocity,2009,9.6737,6.3566,2,28,9.03,1
342,HD 125612 b,Radial Velocity,2007,557.04,985.273,13,58,8.31,3
343,HD 125612 c,Radial Velocity,2009,4.15514,17.48065,4,58,8.31,3
344,HD 125612 d,Radial Velocity,2009,2835,2313.8024,13,58,8.31,3
345,HD 12648 b,Radial Velocity,2015,133.60001,622.9468,13,158,6.98,1
346,HD 12661 b,Radial Velocity,2000,262.70862,772.3269,13,38,7.425,2
347,HD 12661 c,Radial Velocity,2002,1708,575.884,13,38,7.425,2
348,HD 126614 b,Radial Velocity,2009,1244,130.3103,14,73,8.788,1
349,HD 128311 b,Radial Velocity,2002,453.019,562.24127,14,17,7.51,2
350,HD 128311 c,Radial Velocity,2005,921.538,1204.25787,13,17,7.51,2
351,HD 128356 b,Radial Velocity,2016,298.2,282.8687,14,26,8.29,1
352,HD 129445 b,Radial Velocity,2009,1840,508.507,14,68,8.8,1
353,HD 130322 b,Radial Velocity,1999,10.70871,365.49,14,32,8.031,1
354,HD 131496 b,Radial Velocity,2011,883,711.9392,13,132,7.96,1
355,HD 131664 b,Radial Velocity,2008,1951,6076.9096,12,53,8.128,1
356,HD 13189 b,Radial Velocity,2005,471.60001,3480.2385,12,505,7.556,1
357,HD 132406 b,Radial Velocity,2007,974,1709.9254,13,71,8.467,1
