rowId,name,discoveryMethod,discoveryYear,orbitalPeriod,mass,radius,distance,brightnessHostStar,number
2827,Kepler-481 b,Transit,2016,10.06082567,6.8,3,713,13.815,1
2828,Kepler-482 b,Transit,2016,56.35418576,6.17,2,290,13.762,1
2829,Kepler-483 b,Transit,2016,30.229104,10.4,3,953,13.389,1
2830,Kepler-484 b,Transit,2016,10.04556931,5.82,2,377,13,1
2831,Kepler-485 b,Transit,2016,3.2432598,35500,14,1173,14.898,1
2832,Kepler-486 b,Transit,2016,30.36044667,84.2,11,428,14.38,1
2833,Kepler-487 b,Transit,2016,15.3587684,,11,835,15.065,2
2834,Kepler-487 c,Transit,2016,38.6519976,7.65,3,835,15.065,2
2835,Kepler-488 b,Transit,2016,3.12082923,39400,16,1157,14.752,1
2836,Kepler-489 b,Transit,2016,17.27629612,46.1,8,379,14.018,1
2837,Kepler-49 b,Transit,2012,7.2037945,311.46,3,306,15.229,4
2838,Kepler-49 c,Transit,2012,10.9129343,228.83,3,306,15.229,4
2839,Kepler-49 d,Transit,2014,2.576549,3.19,2,306,15.229,4
2840,Kepler-49 e,Transit,2014,18.596108,3.05,2,306,15.229,4
2841,Kepler-490 b,Transit,2016,3.26869515,,12,1249,14.817,1
2842,Kepler-491 b,Transit,2016,4.22538451,59,9,657,13.962,1
2843,Kepler-492 b,Transit,2016,11.72012266,66.7,10,642,14.511,1
2844,Kepler-493 b,Transit,2016,3.00387658,37500,15,1942,15.035,1
2845,Kepler-494 b,Transit,2016,8.02511821,40.4,7,862,14.122,1
2846,Kepler-495 b,Transit,2016,3.41303622,23.8,5,630,14.607,1
2847,Kepler-496 b,Transit,2016,8.30864937,5.99,2,655,14.796,1
2848,Kepler-497 b,Transit,2016,3.57320367,30.4,6,1070,15.099,1
2849,Kepler-498 b,Transit,2016,9.61375356,9.43,3,746,14.246,1
2850,Kepler-499 b,Transit,2016,5.63252845,5.35,2,523,14.349,1
2851,Kepler-5 b,Transit,2009,3.5484657,670.93913,16,898,13.226,1
2852,Kepler-50 b,Transit,2012,7.81254,3.57,2,255,10.362,2
2853,Kepler-50 c,Transit,2012,9.37647,5.35,2,255,10.362,2
2854,Kepler-500 b,Transit,2016,8.5083244,7.18,3,747,14.174,1
2855,Kepler-501 b,Transit,2016,5.64067757,17.1,4,1044,14.73,1
2856,Kepler-502 b,Transit,2016,4.28686431,20.4,5,1433,14.972,1
2857,Kepler-504 b,Transit,2016,9.54927542,3.15,2,75,14.458,1
2858,Kepler-505 b,Transit,2016,27.52197994,7.27,3,222,15.115,1
2859,Kepler-506 b,Transit,2016,6.8834055,7.9,3,231,10.784,1
2860,Kepler-507 b,Transit,2016,3.56809693,2.24,1,410,11.922,1
2861,Kepler-508 b,Transit,2016,25.30889748,3.33,2,325,11.604,1
2862,Kepler-509 b,Transit,2016,41.74600392,6.76,2,339,11.784,1
2863,Kepler-51 b,Transit,2012,45.154,2.1,7,1013,14.678,3
2864,Kepler-51 c,Transit,2012,85.312,4,9,1013,14.678,3
2865,Kepler-51 d,Transit,2014,130.194,7.6,10,1013,14.678,3
2866,Kepler-510 b,Transit,2016,19.55659418,6.66,2,378,11.922,1
2867,Kepler-511 b,Transit,2016,296.637865,33.1,6,448,12.583,1
2868,Kepler-512 b,Transit,2016,34.43587975,7.7,3,531,12.613,1
2869,Kepler-513 b,Transit,2016,28.86235584,5.48,2,467,12.882,1
2870,Kepler-514 b,Transit,2016,5.65179605,3.61,2,489,12.133,1
2871,Kepler-515 b,Transit,2016,19.96371318,2.73,1,255,12.713,1
2872,Kepler-516 b,Transit,2016,24.85462415,27.9,6,777,11.964,1
2873,Kepler-517 b,Transit,2016,60.92832271,7.61,3,284,12.13,1
2874,Kepler-518 b,Transit,2016,8.51203588,5.1,2,324,12.51,1
2875,Kepler-519 b,Transit,2016,24.3078946,5.06,2,234,12.618,1
2876,Kepler-52 b,Transit,2012,7.8773565,2765,2,336,15.059,3
2877,Kepler-52 c,Transit,2012,16.3850021,3308.41,2,336,15.059,3
2878,Kepler-52 d,Transit,2014,36.445171,4.46,2,336,15.059,3
2879,Kepler-520 b,Transit,2016,19.67416124,3.39,2,492,12.76,2
2880,Kepler-520 c,Transit,2016,5.21104261,1.24,1,492,12.76,2
2881,Kepler-521 b,Transit,2016,22.20813214,10.2,3,737,12.891,1
2882,Kepler-522 b,Transit,2016,38.58422849,38.2,7,749,12.146,1
2883,Kepler-523 b,Transit,2016,5.83598311,4.5,2,270,12.481,1
2884,Kepler-524 b,Transit,2016,7.97419807,4.31,2,730,13.887,2
2885,Kepler-524 c,Transit,2016,1.88897906,0.84,1,730,13.887,2
2886,Kepler-525 b,Transit,2016,18.68404933,7.41,3,566,13.491,1
2887,Kepler-526 b,Transit,2016,5.45849832,4.62,2,504,13.038,1
2888,Kepler-527 b,Transit,2016,13.28535633,8.45,3,901,13.334,1
2889,Kepler-528 b,Transit,2016,19.78297415,4.98,2,711,13.903,1
2890,Kepler-529 b,Transit,2016,1.98035766,4.12,2,787,13.74,2
2891,Kepler-529 c,Transit,2016,12.8345022,4.66,2,787,13.74,2
2892,Kepler-53 b,Transit,2012,18.6489525,5851,3,1235,15.388,3
2893,Kepler-53 c,Transit,2012,38.5583038,5002.43,3,1235,15.388,3
2894,Kepler-53 d,Transit,2014,9.751962,5.14,2,1235,15.388,3
2895,Kepler-530 b,Transit,2016,39.30941904,9.32,3,464,13.395,1
2896,Kepler-531 b,Transit,2016,29.88485741,8.15,3,254,13.292,1
2897,Kepler-532 b,Transit,2016,12.92491623,7.13,3,325,13.504,1
2898,Kepler-533 b,Transit,2016,28.51120525,11.4,3,305,13.925,1
2899,Kepler-534 b,Transit,2016,15.95994513,5.65,2,473,13.231,1
2900,Kepler-535 b,Transit,2016,4.90332155,6.17,2,678,13.12,1
2901,Kepler-536 b,Transit,2016,1.8270823,9.8,3,446,13.782,1
2902,Kepler-537 b,Transit,2016,3.24755522,2.57,1,465,13.066,1
2903,Kepler-538 b,Transit,2016,81.73780699,5.73,2,165,11.165,1
2904,Kepler-539 b,Transit,2016,125.63243,308.2951,8,313,12.379,2
2905,Kepler-539 c,Transit,2016,1000,762.792,13,313,12.379,2
2906,Kepler-54 b,Transit,2012,8.0109434,292.39,2,234,15.813,3
2907,Kepler-54 c,Transit,2012,12.0717249,117.59,1,234,15.813,3
2908,Kepler-54 d,Transit,2014,20.995694,2.96,2,234,15.813,3
2909,Kepler-540 b,Transit,2016,172.7049784,7.8,3,350,12.187,1
2910,Kepler-541 b,Transit,2016,5.08005848,11.2,3,1020,13.228,1
2911,Kepler-542 b,Transit,2016,13.14497566,3.09,2,439,13.416,1
2912,Kepler-543 b,Transit,2016,13.89961966,6.8,3,212,13.374,1
2913,Kepler-544 b,Transit,2016,21.41616926,5.14,2,797,13.541,1
2914,Kepler-545 b,Transit,2016,13.24934059,7.7,3,831,14.105,1
2915,Kepler-546 b,Transit,2016,4.14702026,39.1,7,896,14.251,1
2916,Kepler-547 b,Transit,2016,6.01038429,15.1,4,361,14.207,1
2917,Kepler-548 b,Transit,2016,4.45419434,,12,776,14.984,1
2918,Kepler-549 b,Transit,2016,42.9495649,11,3,648,14.623,2
2919,Kepler-549 c,Transit,2016,117.040498,8.91,3,648,14.623,2
2920,Kepler-55 b,Transit,2012,27.9481449,473.55,2,568,15.781,5
2921,Kepler-55 c,Transit,2012,42.1516418,352.78,2,568,15.781,5
2922,Kepler-55 d,Transit,2014,2.211099,3.15,2,568,15.781,5
2923,Kepler-55 e,Transit,2014,4.617534,3.02,2,568,15.781,5
2924,Kepler-55 f,Transit,2014,10.198545,3.15,2,568,15.781,5
2925,Kepler-550 b,Transit,2016,8.60010411,17.9,4,563,14.472,1
2926,Kepler-551 b,Transit,2016,12.3764661,7.9,3,312,14.86,1
2927,Kepler-552 b,Transit,2016,5.26341577,14.8,4,834,14.262,1
2928,Kepler-553 b,Transit,2016,4.03046804,19.4,5,725,14.957,2
2929,Kepler-553 c,Transit,2016,328.2399546,,11,725,14.957,2
2930,Kepler-554 b,Transit,2016,1.90220856,17,4,642,14.296,1
2931,Kepler-555 b,Transit,2016,16.21775407,8.4,3,772,14.161,1
2932,Kepler-556 b,Transit,2016,11.72292176,5.65,2,729,14.125,1
2933,Kepler-557 b,Transit,2016,3.70598955,7.61,3,1126,14.639,1
2934,Kepler-558 b,Transit,2016,29.00790538,6.21,2,652,14.954,1
2935,Kepler-559 b,Transit,2016,17.58752333,12.7,4,793,14.742,1
2936,Kepler-56 b,Transit,2012,10.5016,22.1,7,914,12.43,3
2937,Kepler-56 c,Transit,2012,21.40239,181,10,914,12.43,3
2938,Kepler-56 d,Radial Velocity,2016,1002,1784,13,914,12.43,3
2939,Kepler-560 b,Transit,2016,18.47764449,3.61,2,88,14.751,1
2940,Kepler-561 b,Transit,2016,58.3620495,38.7,7,667,14.332,2
2941,Kepler-561 c,Transit,2016,5.35016198,7.65,3,667,14.332,2
2942,Kepler-562 b,Transit,2016,18.00931444,23.7,5,822,14.743,1
2943,Kepler-563 b,Transit,2016,22.18432708,9.75,3,557,14.739,1
2944,Kepler-564 b,Transit,2016,3.75083228,19.4,5,830,14.719,1
2945,Kepler-565 b,Transit,2016,4.24374723,12.9,4,1041,15,1
2946,Kepler-566 b,Transit,2016,18.42794624,5.27,2,628,14.964,1
2947,Kepler-567 b,Transit,2016,16.54297375,5.69,2,568,14.669,1
2948,Kepler-568 b,Transit,2016,11.02347475,5.73,2,126,14.251,1
2949,Kepler-569 b,Transit,2016,34.18890521,10.1,3,645,14.082,1
2950,Kepler-57 b,Transit,2012,5.7293196,5994.02,2,674,14.774,2
2951,Kepler-57 c,Transit,2012,11.6092567,2208.83,2,674,14.774,2
2952,Kepler-570 b,Transit,2016,4.301662,6.57,2,642,14.329,1
2953,Kepler-571 b,Transit,2016,4.79859939,7.46,3,756,14.654,1
2954,Kepler-572 b,Transit,2016,17.20523483,7.18,3,532,14.485,1
2955,Kepler-573 b,Transit,2016,22.18329658,8.2,3,758,14.136,1
2956,Kepler-574 b,Transit,2016,7.65880414,6.3,2,747,14.539,1
2957,Kepler-575 b,Transit,2016,9.37891944,6.3,2,852,14.712,1
2958,Kepler-576 b,Transit,2016,29.91136794,10.7,3,698,14.382,1
2959,Kepler-577 b,Transit,2016,25.69578251,7.04,3,549,14.937,1
2960,Kepler-578 b,Transit,2016,1.6168837,4.66,2,568,14.411,1
2961,Kepler-579 b,Transit,2016,9.66857723,4.66,2,663,14.246,1
2962,Kepler-58 b,Transit,2012,10.2184954,441.77,3,1562,14.866,3
2963,Kepler-58 c,Transit,2012,15.5741568,696.02,3,1562,14.866,3
2964,Kepler-58 d,Transit,2014,40.101371,8.96,3,1562,14.866,3
2965,Kepler-580 b,Transit,2016,8.22241966,7.13,3,333,14.95,1
2966,Kepler-581 b,Transit,2016,40.6069821,7.41,3,833,14.53,1
2967,Kepler-582 b,Transit,2016,18.49235668,13.1,4,751,14.913,1
2968,Kepler-583 b,Transit,2016,6.5100253,5.82,2,805,14.798,1
2969,Kepler-584 b,Transit,2016,35.1810304,16.5,4,1445,14.814,1
2970,Kepler-585 b,Transit,2016,2.75235975,8.4,3,604,14.017,1
2971,Kepler-586 b,Transit,2016,2.10472218,8.2,3,707,14.412,1
2972,Kepler-587 b,Transit,2016,10.94027841,5.6,2,852,14.866,1
2973,Kepler-588 b,Transit,2016,4.22162536,7.41,3,972,14.681,1
2974,Kepler-589 b,Transit,2016,16.54964934,5.77,2,643,14.661,1
2975,Kepler-59 b,Transit,2012,11.8681707,651.52,1,1021,14.279,2
2976,Kepler-59 c,Transit,2012,17.9801235,435.41,2,1021,14.279,2
2977,Kepler-590 b,Transit,2016,5.85296257,15.2,4,986,14.417,1
2978,Kepler-591 b,Transit,2016,81.1694299,11.4,3,793,14.461,1
2979,Kepler-592 b,Transit,2016,2.82019241,6.3,2,1034,14.628,1
2980,Kepler-593 b,Transit,2016,21.21708973,8.6,3,1016,14.499,1
2981,Kepler-594 b,Transit,2016,13.64618192,5.39,2,742,14.756,1
2982,Kepler-595 b,Transit,2016,25.30292332,13.9,4,639,14.763,1
2983,Kepler-596 b,Transit,2016,21.30022655,11.8,3,1083,14.014,1
2984,Kepler-597 b,Transit,2016,13.02365861,6.21,2,660,14.018,1
2985,Kepler-598 b,Transit,2016,3.70175428,2.86,2,686,14.721,1
2986,Kepler-599 b,Transit,2016,15.65562652,8.45,3,627,14.948,1
2987,Kepler-6 b,Transit,2009,3.2346996,212.31044,15,590,13.171,1
2988,Kepler-60 b,Transit,2012,7.1334,4.19,2,899,13.913,3
2989,Kepler-60 c,Transit,2012,8.9187,3.85,2,899,13.913,3
2990,Kepler-60 d,Transit,2012,11.8981,4.16,2,899,13.913,3
2991,Kepler-600 b,Transit,2016,23.67517607,8.75,3,624,14.701,1
2992,Kepler-601 b,Transit,2016,5.37886844,4.27,2,429,14.001,1
2993,Kepler-602 b,Transit,2016,15.28469497,5.02,2,971,14.478,1
2994,Kepler-603 b,Transit,2016,21.05358596,7.51,3,967,14.816,3
2995,Kepler-603 c,Transit,2016,127.9075774,34.5,7,967,14.816,3
2996,Kepler-603 d,Transit,2016,6.2171292,2.3,1,967,14.816,3
2997,Kepler-604 b,Transit,2016,25.85501786,7.22,3,981,14.68,1
2998,Kepler-605 b,Transit,2016,3.38353807,2.67,1,570,14.136,2
2999,Kepler-605 c,Transit,2016,2.35895152,0.566,1,570,14.136,2
3000,Kepler-606 b,Transit,2016,24.31575992,11,3,1208,14.664,1
3001,Kepler-607 b,Transit,2016,0.6381632,0.59,1,500,14.375,1
3002,Kepler-608 b,Transit,2016,6.41251504,12.9,4,926,14.657,1
3003,Kepler-609 b,Transit,2016,6.52121067,11.2,3,1143,14.804,1
3004,Kepler-61 b,Transit,2013,59.87756,5.27,2,314,15.043,1
3005,Kepler-610 b,Transit,2016,6.99692655,16.3,4,1113,14.77,2
3006,Kepler-610 c,Transit,2016,151.86392,10.9,3,1113,14.77,2
3007,Kepler-611 b,Transit,2016,2.4370333,3.36,2,906,14.572,1
3008,Kepler-612 b,Transit,2016,3.72215641,8.45,3,932,14.91,1
3009,Kepler-613 b,Transit,2016,15.77979614,5.86,2,864,14.589,1
3010,Kepler-614 b,Transit,2016,14.03491514,6.3,2,571,14.544,1
3011,Kepler-615 b,Transit,2016,10.35584657,3.68,2,330,14.349,1
3012,Kepler-616 b,Transit,2016,9.99761851,6.48,2,1019,14.947,2
3013,Kepler-616 c,Transit,2016,90.4113556,11.5,3,1019,14.947,2
3014,Kepler-617 b,Transit,2016,1.68269615,2.3,1,150,14.828,1
3015,Kepler-618 b,Transit,2016,3.59576964,7.27,3,1115,14.804,1
3016,Kepler-619 b,Transit,2016,5.4042722,10.1,3,1111,14.67,2
3017,Kepler-619 c,Transit,2016,1.20846503,3.5,2,1111,14.67,2
3018,Kepler-62 b,Transit,2013,5.714932,9,1,368,13.72,5
3019,Kepler-62 c,Transit,2013,12.4417,4,1,368,13.72,5
3020,Kepler-62 d,Transit,2013,18.16406,14,2,368,13.72,5
3021,Kepler-62 e,Transit,2013,122.3874,36,2,368,13.72,5
3022,Kepler-62 f,Transit,2013,267.291,35,1,368,13.72,5
3023,Kepler-620 b,Transit,2016,12.91375431,11,3,1241,14.638,1
3024,Kepler-621 b,Transit,2016,2.62811375,5.9,2,389,14.896,1
3025,Kepler-622 b,Transit,2016,14.28226676,5.18,2,259,14.652,1
3026,Kepler-623 b,Transit,2016,9.07097734,9.32,3,811,14.963,1
3027,Kepler-624 b,Transit,2016,14.58649607,5.95,2,731,13.457,1
3028,Kepler-625 b,Transit,2016,7.75192492,4.62,2,502,13.264,2
3029,Kepler-625 c,Transit,2016,4.1653651,1.16,1,502,13.264,2
3030,Kepler-626 b,Transit,2016,14.48585199,5.86,2,690,13.943,1
3031,Kepler-627 b,Transit,2016,40.6994443,13.4,4,1143,13.949,1
3032,Kepler-628 b,Transit,2016,15.4580567,53.2,8,579,13.056,1
3033,Kepler-629 b,Transit,2016,7.2385854,2.48,1,383,13.358,1
3034,Kepler-63 b,Transit,2013,9.4341505,120,6,200,12.02,1
3035,Kepler-630 b,Transit,2016,161.4743937,10.2,3,657,13.852,1
3036,Kepler-631 b,Transit,2016,17.97979059,8.75,3,843,13.493,1
3037,Kepler-632 b,Transit,2016,30.99660733,5.52,2,349,13.332,1
3038,Kepler-633 b,Transit,2016,8.50340718,3.29,2,634,13.716,1
3039,Kepler-634 b,Transit,2016,5.16950177,4.23,2,757,13.492,1
3040,Kepler-635 b,Transit,2016,23.44971004,7.46,3,826,13.264,1
3041,Kepler-636 b,Transit,2016,16.08066115,18.1,4,341,13.653,1
3042,Kepler-637 b,Transit,2016,23.20584623,20.2,5,1575,13.329,1
3043,Kepler-638 b,Transit,2016,6.07972888,4.01,2,426,13.519,1
3044,Kepler-639 b,Transit,2016,10.21420496,6.26,2,680,13.269,1
3045,Kepler-640 b,Transit,2016,22.24813967,7.08,3,538,13.687,1
3046,Kepler-641 b,Transit,2016,9.48961571,4.08,2,673,13.763,1
3047,Kepler-642 b,Transit,2016,4.41745855,8.75,3,1022,13.295,1
3048,Kepler-643 b,Transit,2016,16.33889626,73.5,10,1029,13.769,1
3049,Kepler-644 b,Transit,2016,3.1739171,10.1,3,1413,13.96,1
3050,Kepler-645 b,Transit,2016,3.27582262,5.06,2,901,14.031,1
3051,Kepler-646 b,Transit,2016,15.87364565,4.62,2,513,13.765,1
3052,Kepler-647 b,Transit,2016,16.2254649,1.71,1,789,13.935,1
3053,Kepler-648 b,Transit,2016,17.4211749,10.5,3,665,13.915,1
3054,Kepler-649 b,Transit,2016,29.90722674,5.73,2,525,13.394,1
3055,Kepler-65 b,Transit,2012,2.15491,2.6,1,291,10.966,3
3056,Kepler-65 c,Transit,2012,5.859944,26.6,3,291,10.966,3
3057,Kepler-65 d,Transit,2012,8.13123,2.92,2,291,10.966,3
3058,Kepler-650 b,Transit,2016,3.03214559,9.06,3,805,14.124,1
3059,Kepler-651 b,Transit,2016,21.38521506,6.21,2,537,13.962,1
3060,Kepler-652 b,Transit,2016,4.18200253,6.76,2,423,13.435,1
3061,Kepler-653 b,Transit,2016,14.70748976,4.46,2,593,13.346,2
3062,Kepler-653 c,Transit,2016,0.90037648,0.399,1,593,13.346,2
3063,Kepler-654 b,Transit,2016,13.72465129,4.94,2,661,13.661,1
3064,Kepler-655 b,Transit,2016,46.4063358,7.8,3,783,13.464,1
3065,Kepler-656 b,Transit,2016,1.26025909,9.91,3,867,15.337,1
3066,Kepler-657 b,Transit,2016,24.54350418,12.2,4,1244,15.319,1
3067,Kepler-658 b,Transit,2016,1.28707676,3.29,2,341,15.491,1
3068,Kepler-659 b,Transit,2016,17.671796,6.8,3,688,15.566,1
3069,Kepler-66 b,Transit,2013,17.815815,8.25,3,1107,15.3,1
3070,Kepler-660 b,Transit,2016,9.27358194,7.13,3,564,15.264,1
3071,Kepler-661 b,Transit,2016,6.02930132,9.64,3,558,15.8,1
3072,Kepler-662 b,Transit,2016,21.67697486,5.39,2,641,15.374,1
3073,Kepler-663 b,Transit,2016,4.99678284,7.27,3,1030,15.869,1
3074,Kepler-664 b,Transit,2016,2.52559332,7.56,3,1386,15.499,1
3075,Kepler-665 b,Transit,2016,16.01310205,7.27,3,651,15.402,1
3076,Kepler-666 b,Transit,2016,4.49876092,6.35,2,1330,15.341,1
3077,Kepler-667 b,Transit,2016,41.43962808,20.1,5,907,15.362,1
3078,Kepler-668 b,Transit,2016,8.35390639,7.75,3,877,15.293,1
3079,Kepler-669 b,Transit,2016,4.12554687,20.8,5,1778,15.482,1
3080,Kepler-67 b,Transit,2013,15.7259,8.96,3,1107,16.4,1
3081,Kepler-670 b,Transit,2016,2.81650485,,13,980,15.027,1
3082,Kepler-671 b,Transit,2016,4.28095859,7.7,3,1139,15.358,1
3083,Kepler-672 b,Transit,2016,38.3774623,6.8,3,1011,15.131,1
3084,Kepler-673 b,Transit,2016,3.72873109,34.8,7,978,15.506,1
3085,Kepler-674 b,Transit,2016,2.24338185,3.5,2,302,15.127,1
3086,Kepler-675 b,Transit,2016,2.33743801,6.53,2,651,15.336,1
3087,Kepler-676 b,Transit,2016,11.59822172,9.48,3,243,15.879,1
3088,Kepler-677 b,Transit,2016,6.57531678,25,5,1180,15.297,1
3089,Kepler-678 b,Transit,2016,7.27503724,23.1,5,875,15.061,1
3090,Kepler-679 b,Transit,2016,12.39358604,9.32,3,968,15.529,1
3091,Kepler-68 b,Transit,2013,5.39876,6.3566,2,135,9.99,3
3092,Kepler-68 c,Transit,2013,9.60504,7.2,1,135,9.99,3
3093,Kepler-68 d,Radial Velocity,2013,625,267,14,135,9.99,3
3094,Kepler-680 b,Transit,2016,3.68992629,6.44,2,1342,15.215,1
3095,Kepler-681 b,Transit,2016,26.39435646,9.69,3,666,15.227,1
3096,Kepler-682 b,Transit,2016,12.61190667,42.6,7,951,15.117,1
3097,Kepler-683 b,Transit,2016,2.53918318,4.54,2,976,15.001,1
3098,Kepler-684 b,Transit,2016,6.77030201,11.2,3,1066,15.579,1
3099,Kepler-685 b,Transit,2016,1.6255222,78.8,11,1145,15.019,1
3100,Kepler-686 b,Transit,2016,1.59474546,,12,1203,15.524,1
3101,Kepler-687 b,Transit,2016,20.50586978,12.2,4,628,15.394,1
3102,Kepler-688 b,Transit,2016,3.89593684,68.7,10,1247,15.732,1
3103,Kepler-689 b,Transit,2016,22.36656079,8.7,3,1044,15.592,1
3104,Kepler-69 b,Transit,2013,13.722341,5.65,2,584,14,2
3105,Kepler-69 c,Transit,2013,242.4613,3.57,2,584,14,2
3106,Kepler-690 b,Transit,2016,7.74809437,29.6,6,1653,15.672,1
3107,Kepler-691 b,Transit,2016,8.114379,5.02,2,239,15.838,1
3108,Kepler-692 b,Transit,2016,21.81293494,9.85,3,1000,15.55,1
3109,Kepler-693 b,Transit,2016,15.37563332,73.8,10,1002,16.414,1
3110,Kepler-694 b,Transit,2016,6.36584161,8.25,3,1023,15.086,1
3111,Kepler-695 b,Transit,2016,3.04033042,62.3,9,620,15.113,1
3112,Kepler-696 b,Transit,2016,4.19042557,31.3,6,1285,15.239,1
3113,Kepler-697 b,Transit,2016,3.70987065,16,4,1091,15.546,1
3114,Kepler-698 b,Transit,2016,16.32976218,13.1,4,1135,15.432,1
3115,Kepler-699 b,Transit,2016,27.80756293,,14,888,15.474,1
3116,Kepler-7 b,Transit,2009,4.8854892,140.16303,18,907,12.865,1
3117,Kepler-700 b,Transit,2016,80.8720639,30,6,1061,15.192,1
3118,Kepler-701 b,Transit,2016,10.35533177,8.45,3,755,14.968,1
3119,Kepler-702 b,Transit,2016,10.52629406,61.8,9,892,15.31,1
3120,Kepler-703 b,Transit,2016,4.58352176,51.1,8,1482,15.253,1
3121,Kepler-704 b,Transit,2016,3.76182115,7.32,3,1054,15.249,1
3122,Kepler-705 b,Transit,2016,56.0560538,5.1,2,251,15.852,1
3123,Kepler-706 b,Transit,2016,41.40831347,,13,810,15.166,1
3124,Kepler-707 b,Transit,2016,2.23749275,2.33,1,626,14.997,1
3125,Kepler-708 b,Transit,2016,3.16789194,8.91,3,1241,15.508,1
3126,Kepler-709 b,Transit,2016,16.08524954,8.85,3,668,15.197,1
3127,Kepler-710 b,Transit,2016,4.34728553,4.19,2,919,15.011,1
3128,Kepler-711 b,Transit,2016,23.58914398,11.5,3,664,15.329,1
3129,Kepler-712 b,Transit,2016,21.02247699,11.5,3,944,15.854,2
3130,Kepler-712 c,Transit,2016,226.89047,21,5,944,15.854,2
3131,Kepler-713 b,Transit,2016,7.411141,6.71,2,1003,15.019,1
3132,Kepler-714 b,Transit,2016,8.09888799,67.6,10,1460,15.241,1
3133,Kepler-715 b,Transit,2016,10.00652995,13.5,4,1214,15.033,1
3134,Kepler-716 b,Transit,2016,10.37168453,8.75,3,675,15.156,1
3135,Kepler-717 b,Transit,2016,4.40840023,6.44,2,1126,15.624,1
3136,Kepler-718 b,Transit,2016,2.0523499,41600,17,1520,15.246,1
3137,Kepler-719 b,Transit,2016,5.00731778,54.5,9,1427,15.904,1
3138,Kepler-720 b,Transit,2016,4.70832654,53.4,8,880,15.164,1
3139,Kepler-721 b,Transit,2016,5.39202539,7.46,3,848,15.643,1
3140,Kepler-722 b,Transit,2016,4.09357325,7.41,3,1375,15.373,2
3141,Kepler-722 c,Transit,2016,105.144749,8.35,3,1375,15.373,2
3142,Kepler-723 b,Transit,2016,4.08227507,,12,965,15.201,1
3143,Kepler-724 b,Transit,2016,3.31494634,10.8,3,862,15.121,1
3144,Kepler-725 b,Transit,2016,39.64317811,79.4,11,778,14.993,1
3145,Kepler-726 b,Transit,2016,21.80451088,10.7,3,838,15.035,1
3146,Kepler-727 b,Transit,2016,5.15448442,6.94,3,892,15.352,1
3147,Kepler-728 b,Transit,2016,5.74347727,11.1,3,1236,15.525,1
3148,Kepler-729 b,Transit,2016,3.16635371,12.5,4,1271,15.547,1
3149,Kepler-730 b,Transit,2016,6.49168426,62.3,9,1455,15.611,1
3150,Kepler-731 b,Transit,2016,3.85560355,,14,1311,15.285,1
3151,Kepler-732 b,Transit,2016,9.46781405,5.39,2,150,15.052,2
3152,Kepler-732 c,Transit,2016,0.89304124,2.15,1,150,15.052,2
3153,Kepler-733 b,Transit,2016,20.83424726,8.35,3,980,15.395,1
3154,Kepler-734 b,Transit,2016,6.10485286,12.4,4,553,14.412,1
3155,Kepler-735 b,Transit,2016,11.51516988,9.01,3,790,15.385,1
3156,Kepler-736 b,Transit,2016,3.60147201,8.91,3,1007,15.742,1
3157,Kepler-737 b,Transit,2016,28.59915399,4.5,2,195,15.146,1
3158,Kepler-738 b,Transit,2016,24.58721573,6.8,3,992,15.591,1
3159,Kepler-739 b,Transit,2016,12.53248465,11,3,1128,15.453,1
3160,Kepler-74 b,Transit,2013,7.340711,200.22,11,1330,14.23,1
3161,Kepler-740 b,Transit,2016,3.58410122,18.9,5,1262,15.923,1
3162,Kepler-741 b,Transit,2016,7.03902374,9.11,3,1530,15.046,1
3163,Kepler-742 b,Transit,2016,8.36086824,10.6,3,499,15.172,1
3164,Kepler-743 b,Transit,2016,3.17926292,1.92,1,258,12.541,1
3165,Kepler-744 b,Transit,2016,12.06222443,3.26,2,486,13.584,1
3166,Kepler-745 b,Transit,2016,9.93143556,5.31,2,1199,15.163,1
3167,Kepler-746 b,Transit,2016,3.48159251,1.41,1,450,13.611,1
3168,Kepler-747 b,Transit,2016,35.61760587,24.1,5,855,15.724,1
3169,Kepler-748 b,Transit,2016,7.40742793,6.9,3,1271,15.219,1
3170,Kepler-749 b,Transit,2016,17.31716585,9.8,3,753,15.773,1
3171,Kepler-75 b,Transit,2013,8.8849116,3209.9,12,1140,15.179,1
3172,Kepler-750 b,Transit,2016,9.42887179,9.64,3,1181,14.467,2
3173,Kepler-750 c,Transit,2016,4.08899022,3.26,2,1181,14.467,2
3174,Kepler-751 b,Transit,2016,17.44490636,6.62,2,748,14.98,1
3175,Kepler-752 b,Transit,2016,18.82747265,8.3,3,1075,15.719,1
3176,Kepler-753 b,Transit,2016,5.74772501,4.31,2,278,14.475,1
3177,Kepler-754 b,Transit,2016,14.5596237,4.7,2,1192,15.126,1
3178,Kepler-755 b,Transit,2016,1.26909037,3.75,2,368,14.024,2
3179,Kepler-755 c,Transit,2016,2.85313364,2.13,1,368,14.024,2
3180,Kepler-756 b,Transit,2016,1.22486632,1.46,1,852,15.391,1
3181,Kepler-757 b,Transit,2016,1.02267882,2.42,1,1016,14.764,1
3182,Kepler-758 b,Transit,2016,12.1097104,6.71,2,1353,14.327,4
3183,Kepler-758 c,Transit,2016,4.75793986,3.5,2,1353,14.327,4
3184,Kepler-758 d,Transit,2016,20.4966197,5.14,2,1353,14.327,4
